Timestamp,Value,Category
2022/3/17 12:26,42163.8988,0
2022/3/18 19:56,42164.0861,0
2022/3/19 13:09,42164.1881,0
2022/3/20 11:33,42164.3171,0
2022/3/21 11:39,42164.4514,0
2022/3/22 13:29,42164.5873,0
2022/3/23 13:39,42164.7053,0
2022/3/24 11:59,42164.8051,0
2022/3/25 13:50,42164.9131,0
2022/3/26 13:56,42165.0045,0
2022/3/27 19:13,42165.1062,0
2022/3/28 12:26,42165.1595,0
2022/3/29 17:43,42165.2517,0
2022/3/30 19:33,42165.3288,0
2022/3/31 17:57,42165.3944,0
2022/4/1 14:04,42165.4555,0
2022/4/2 19:54,42165.5461,0
2022/4/3 11:24,42165.5999,0
2022/4/4 16:40,42165.6961,0
2022/4/5 13:20,42165.7723,0
2022/4/6 19:20,42165.8862,3
2022/4/7 20:27,42165.9918,3
2022/4/8 11:57,42166.0617,3
2022/4/9 20:41,42163.2482,3
2022/4/10 15:52,42163.3609,3
2022/4/11 14:01,42163.4868,3
2022/4/12 19:18,42163.6558,0
2022/4/13 19:24,42163.7999,0
2022/4/14 12:49,42163.9081,0
2022/4/15 21:49,42164.1108,0
2022/4/16 12:06,42164.1932,0
2022/4/17 13:27,42164.3387,0
2022/4/18 19:58,42164.5052,0
2022/4/19 14:41,42164.5954,0
2022/4/20 13:18,42164.7003,0
2022/4/21 16:51,42164.8178,0
2022/4/22 13:31,42164.8976,0
2022/4/23 23:58,42165.0179,0
2022/4/24 13:35,42165.0631,0
2022/4/25 12:26,42165.1331,0
2022/4/26 13:34,42165.2085,0
2022/4/27 17:38,42165.2904,0
2022/4/28 12:28,42165.3459,0
2022/4/29 3:58,42165.3947,0
2022/4/30 14:25,42165.5012,0
2022/5/1 19:41,42165.5971,0
2022/5/2 19:48,42165.6835,0
2022/5/3 20:15,42165.7765,0
2022/5/4 11:24,42165.8393,0
2022/5/5 21:35,42165.9854,3
2022/5/6 11:38,42166.049,3
2022/5/7 11:44,42166.1662,3
2022/5/8 21:42,42163.2045,3
2022/5/9 21:15,42163.3438,3
2022/5/10 12:04,42163.4329,3
2022/5/11 19:04,42163.6241,0
2022/5/12 22:09,42163.794,0
2022/5/13 12:30,42163.8806,0
2022/5/14 12:17,42164.0227,0
2022/5/15 12:03,42164.1587,0
2022/5/16 17:17,42164.3165,0
2022/5/17 11:07,42164.4017,0
2022/5/18 15:47,42164.5318,0
2022/5/19 9:37,42164.6036,0
